"","Sample","Cattle_ID","Life_stage","Sex","Predeliction","A..variegatum","A..coharenses","B..annulatus","B..decoloratus","B..geigyi","H..laechi","R..gulhoni","R..lunulatus","R..muhsame","R..sanguineus","R..senegalensis","R..gemma","Boophilus.sp.","R..quilhoni","A.gemma","R.fanguineus"
"249","S1",11,"Adult","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","S1",11,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","S1",11,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","S1",11,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","S1",11,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","S1",11,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","S1",11,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","S1",11,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","S1",11,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","S1",11,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","S1",11,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","S1",11,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","S1",11,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","S1",11,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","S1",11,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","S1",11,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","S2",12,"Adult","Female","Leg",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"266","S2",12,"Adult","Female","Belly",0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
"267","S2",12,"Adult","Female","Head",0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
"268","S2",12,"Adult","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","S2",12,"Adult","Female","Neck",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"270","S2",12,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","S2",12,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","S2",12,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","S2",12,"Adult","Male","Head",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"274","S2",12,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","S2",12,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","S2",12,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","S2",12,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","S2",12,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","S2",12,"Nymph","Female","Head",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","S2",12,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","S2",12,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","S2",12,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","S2",12,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","S2",12,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","S2",12,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","S2",12,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","S2",12,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","S2",12,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","S2",13,"Adult","Female","Leg",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"290","S2",13,"Adult","Female","Belly",0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
"291","S2",13,"Adult","Female","Head",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"292","S2",13,"Adult","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","S2",13,"Adult","Female","Neck",0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0
"294","S2",13,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","S2",13,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","S2",13,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","S2",13,"Adult","Male","Head",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","S2",13,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","S2",13,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","S2",13,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","S2",13,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","S2",13,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","S2",13,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","S2",13,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","S2",13,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","S2",13,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","S2",13,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","S2",13,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","S2",13,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","S2",13,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","S2",13,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","S2",13,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","S2",14,"Adult","Female","Leg",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"314","S2",14,"Adult","Female","Belly",0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0
"315","S2",14,"Adult","Female","Head",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"316","S2",14,"Adult","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","S2",14,"Adult","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","S2",14,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","S2",14,"Adult","Male","Leg",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","S2",14,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","S2",14,"Adult","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","S2",14,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","S2",14,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","S2",14,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","S2",14,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","S2",14,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","S2",14,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","S2",14,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","S2",14,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","S2",14,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","S2",14,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","S2",14,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","S2",14,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","S2",14,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","S2",14,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","S2",14,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","S2",15,"Adult","Female","Leg",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"338","S2",15,"Adult","Female","Belly",0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"339","S2",15,"Adult","Female","Head",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"340","S2",15,"Adult","Female","Tail",0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"341","S2",15,"Adult","Female","Neck",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"342","S2",15,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","S2",15,"Adult","Male","Leg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","S2",15,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","S2",15,"Adult","Male","Head",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","S2",15,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","S2",15,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","S2",15,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","S2",15,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","S2",15,"Nymph","Female","Belly",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","S2",15,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","S2",15,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","S2",15,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","S2",15,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","S2",15,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","S2",15,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","S2",15,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","S2",15,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","S2",15,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","S2",15,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","S2",16,"Adult","Female","Leg",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"362","S2",16,"Adult","Female","Belly",0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"363","S2",16,"Adult","Female","Head",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"364","S2",16,"Adult","Female","Tail",0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"365","S2",16,"Adult","Female","Neck",0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0
"366","S2",16,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","S2",16,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","S2",16,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","S2",16,"Adult","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","S2",16,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","S2",16,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","S2",16,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","S2",16,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","S2",16,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","S2",16,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","S2",16,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","S2",16,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","S2",16,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","S2",16,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","S2",16,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","S2",16,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","S2",16,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","S2",16,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","S2",16,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","S2",17,"Adult","Female","Leg",0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
"386","S2",17,"Adult","Female","Belly",0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
"387","S2",17,"Adult","Female","Head",0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
"388","S2",17,"Adult","Female","Tail",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","S2",17,"Adult","Female","Neck",0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0
"390","S2",17,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","S2",17,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","S2",17,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","S2",17,"Adult","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","S2",17,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","S2",17,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","S2",17,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","S2",17,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","S2",17,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","S2",17,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","S2",17,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","S2",17,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","S2",17,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","S2",17,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","S2",17,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","S2",17,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","S2",17,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","S2",17,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","S2",17,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","S2",18,"Adult","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","S2",18,"Adult","Female","Belly",0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"411","S2",18,"Adult","Female","Head",0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
"412","S2",18,"Adult","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","S2",18,"Adult","Female","Neck",0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
"414","S2",18,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","S2",18,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","S2",18,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","S2",18,"Adult","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","S2",18,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","S2",18,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","S2",18,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","S2",18,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","S2",18,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","S2",18,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","S2",18,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","S2",18,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","S2",18,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","S2",18,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","S2",18,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","S2",18,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","S2",18,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","S2",18,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","S2",18,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","S2",19,"Adult","Female","Leg",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"434","S2",19,"Adult","Female","Belly",0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"435","S2",19,"Adult","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","S2",19,"Adult","Female","Tail",0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
"437","S2",19,"Adult","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","S2",19,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","S2",19,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","S2",19,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","S2",19,"Adult","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","S2",19,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","S2",19,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","S2",19,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","S2",19,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","S2",19,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","S2",19,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","S2",19,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","S2",19,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","S2",19,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","S2",19,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","S2",19,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","S2",19,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","S2",19,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","S2",19,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","S2",19,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","S2",20,"Adult","Female","Leg",0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
"458","S2",20,"Adult","Female","Belly",0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"459","S2",20,"Adult","Female","Head",0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"460","S2",20,"Adult","Female","Tail",0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0
"461","S2",20,"Adult","Female","Neck",0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
"462","S2",20,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","S2",20,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","S2",20,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","S2",20,"Adult","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","S2",20,"Adult","Male","Tail",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","S2",20,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","S2",20,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","S2",20,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","S2",20,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","S2",20,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","S2",20,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","S2",20,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","S2",20,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","S2",20,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","S2",20,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","S2",20,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","S2",20,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","S2",20,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","S2",20,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","S2",21,"Adult","Female","Leg",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"482","S2",21,"Adult","Female","Belly",0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0
"483","S2",21,"Adult","Female","Head",0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
"484","S2",21,"Adult","Female","Tail",0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
"485","S2",21,"Adult","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","S2",21,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","S2",21,"Adult","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","S2",21,"Adult","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","S2",21,"Adult","Male","Head",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","S2",21,"Adult","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","S2",21,"Adult","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","S2",21,"Adult","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","S2",21,"Nymph","Female","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","S2",21,"Nymph","Female","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","S2",21,"Nymph","Female","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","S2",21,"Nymph","Female","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","S2",21,"Nymph","Female","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","S2",21,"Nymph","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","S2",21,"Nymph","Male","Leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","S2",21,"Nymph","Male","Belly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","S2",21,"Nymph","Male","Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","S2",21,"Nymph","Male","Tail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","S2",21,"Nymph","Male","Neck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","S2",21,"Nymph","Male","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","S2",22,"Adult","Female","Leg",0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
"506","S2",22,"Adult","Female","Belly",0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
"507","S2",22,"Adult","Female","Head",0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0
"508","S2",22,"Adult","Female","Tail",0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"509","S2",22,"Adult","Female","Neck",1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
"510","S2",22,"Adult","Female","Shoulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
